,1A,1B,2A,2B,3A,3B,4A,4B,5A,5B,6A,6B,7A,7B,9A,9B,10A,10B
cg10940203,0.7506387,0.7384652,0.513639,1,0.5454004,0.5499282,0.7438027,0.7572562,0.6246188,0.5993365,0.4632982,0.4892844,0.7353158,0.6813596,0.5876885,0.603482,0.4491334,0.4646383
cg24630825,0.3591976,0.7281633,0.6510179,0.736531,0.8236987,0.7166705,0.5065491,0.6715543,0.4142857,0.7300818,0.6171523,0.7796919,0.7580999,0.7587054,0.5396978,0.7831812,0.4714089,0.8131125
cg07264607,0.6699929,0.2991744,0.3984726,0.2846675,0.3826379,0.4059869,0.6294403,0.3301742,0.6716456,0.3758451,0.4634217,0.3358014,0.2895612,0.2838196,0.5058354,0.2690072,0.6186164,0.2954419
cg03615630,0.7575758,0.3451163,0.4734653,0.3813985,0.35959,0.382767,0.6750429,0.4160179,0.6938699,0.3608939,0.4357162,0.3001522,0.3792195,0.3871568,0.5020173,0.2715751,0.6220308,0.3746647
cg27459437,0.8641655,0.4673014,0.5845457,0.4820271,0.4205317,0.4772563,0.6858897,0.519266,0.8580744,0.5551652,0.5545427,0.4274735,0.5222143,0.4272372,0.639934,0.3911191,0.7170008,0.4733562
cg10146744,0.4110106,0.8125662,0.7491765,0.8153098,0.8260151,0.8055788,0.5477785,0.7872441,0.4481845,0.7858389,0.7009732,0.8606312,0.7971751,0.8304348,0.5963385,0.8472872,0.5723146,0.8079342
cg06431681,0.7173913,0.3660417,0.42062,0.3232959,0.3146089,0.3171997,0.6070622,0.4368288,0.6917058,0.3629344,0.4926348,0.2766982,0.3953901,0.3396985,0.4239559,0.2404449,0.6246494,0.3593407
cg05967747,0.8740834,0.5090861,0.5832957,0.496697,0.4630442,0.5051315,0.7811044,0.5858553,0.8544153,0.552474,0.6777168,0.4542809,0.517451,0.5542706,0.6584008,0.397752,0.7913662,0.5294818
cg06441252,0.2783868,0.7271695,0.5573255,0.7210432,0.7412943,0.6967423,0.4425095,0.6049499,0.318067,0.5818744,0.6300568,0.7247055,0.6783092,0.7117916,0.5407279,0.7466329,0.5572577,0.7179041
cg19125791,0.8574007,0.5316038,0.5390851,0.5222892,0.4195804,0.4271066,0.6957436,0.6182965,0.7829066,0.5112269,0.6412472,0.4224582,0.4107973,0.3917451,0.5450387,0.4032306,0.7526882,0.4932285
cg03728099,0.8266745,0.3763877,0.5175029,0.4661862,0.3093497,0.2763874,0.5659198,0.4512183,0.6143985,0.4427918,0.5081849,0.4427104,0.4906936,0.4924861,0.5937759,0.2976612,0.7404951,0.4690517
cg27620077,0.3422854,0.7707248,0.7144253,0.8420233,0.7869494,0.7573481,0.5401823,0.6781744,0.4564041,0.7285196,0.7086069,0.7641662,0.7307575,0.7568134,0.5620488,0.8251681,0.4667294,0.7711328
cg13778222,0.7510854,0.388334,0.5355017,0.4106371,0.3939499,0.4195598,0.6555824,0.4545455,0.7611632,0.4483391,0.5010212,0.3051298,0.3556163,0.3806654,0.5445779,0.3482065,0.7025609,0.4080679
cg14631114,0.846178,0.5176252,0.525493,0.4131855,0.5139472,0.4847943,0.74,0.5347604,0.8555787,0.6228583,0.7143122,0.5796551,0.543227,0.5237403,0.5184805,0.3090479,0.7229445,0.5721477
cg06330711,0.6690686,0.3284989,0.2307692,0.1586332,0.196781,0.2011057,0.458454,0.2731799,0.5581395,0.2792489,0.4223694,0.2148076,0.2231873,0.2251808,0.3664417,0.2274143,0.4812057,0.26962
cg05667960,0.5411542,0.1652636,0.2965616,0.1580042,0.1720768,0.2161754,0.4764289,0.2901771,0.5969796,0.2774594,0.3613506,0.2172585,0.179402,0.2660209,0.400305,0.1461384,0.5056047,0.2480652
cg21064449,0.8667305,0.5094078,0.5546602,0.4265518,0.4397687,0.4887175,0.7024782,0.5414205,0.8221429,0.5466809,0.6005972,0.3834833,0.4960027,0.4989923,0.5791811,0.3742854,0.7550517,0.4762375
cg19742470,0.3562774,0.729248,0.6618182,0.7588526,0.7508897,0.7276231,0.5109013,0.6746559,0.3380598,0.6816152,0.6158102,0.7879743,0.7032338,0.7527051,0.5331101,0.7542864,0.4651504,0.7670608
cg21044968,0.2949309,0.3642807,0.3677596,0.337557,0.3394495,0.3667917,0.3709004,0.3375959,0.2887443,0.1519038,0.3171025,0.3712049,0.7310997,0.7466774,0.387361,0.4621938,0.3423673,0.4248911
cg22308453,0.7046299,0.3643617,0.4423608,0.3066165,0.3017194,0.4123492,0.6049629,0.4152111,0.6717105,0.326049,0.4904891,0.2735064,0.3434107,0.3345436,0.4567005,0.2255248,0.6187696,0.330432
cg15612342,0.3527478,0.7249233,0.4768815,0.522907,0.7864078,0.7552581,0.3922858,0.4818311,0.4022609,0.5564202,0.4874684,0.5605519,0.527532,0.5843015,0.5286794,0.7939068,0.4206768,0.747249
cg20687573,0.9391941,0.8688873,0.6016023,0.623433,0.8451577,0.9123113,0.6082005,0.6537949,0.6150221,0.6149449,0.6011285,0.6155407,0.6513549,0.6330785,0.9222539,0.9139736,0.8838475,0.8819599
cg18655807,0.6915092,0.3181032,0.3972193,0.2987914,0.2815145,0.3334347,0.5817258,0.3964141,0.7041351,0.3719528,0.4996777,0.3355161,0.3336256,0.3190118,0.4872681,0.28611,0.6518035,0.3802729
cg14825905,0.4264466,0.8216971,0.7675,0.8927961,0.812222,0.8117988,0.5488494,0.7706605,0.5232594,0.7014166,0.6141651,0.8597677,0.8279723,0.8710927,0.631305,0.847922,0.5603658,0.8388273
cg05316914,0.7233947,0.7582433,0.697885,0.7038098,0.7738938,0.8033807,0.4717913,0.4421591,0.4594256,0.4455868,0.7233595,0.7809909,0.4219653,0.483777,0.7112361,0.7068815,0.7428376,0.7612999
cg25270089,0.9192406,0.9016774,0.6238335,0.63225,0.9252957,0.8975394,0.6025714,0.6024781,0.66278,0.6334184,0.6209292,0.6698689,0.6220376,0.6484192,0.8988738,0.8951872,0.9196141,0.9045685
cg02525015,0.3169863,0.74324,0.723022,0.7906606,0.7735541,0.7483245,0.5186927,0.7043855,0.4451708,0.6932668,0.6325191,0.8051883,0.7763207,0.7939286,0.6057409,0.7932784,0.517229,0.7977844
cg25996553,0.6670637,0.2680323,0.287897,0.2052822,0.1966531,0.263812,0.5096448,0.3600636,0.5512639,0.3199852,0.3156928,0.1601522,0.2209839,0.2164105,0.3816726,0.2167569,0.507429,0.2670885
cg20770516,0.6755347,0.3630394,0.4510921,0.323057,0.3365679,0.3968177,0.7142857,0.4758879,0.6731429,0.4365123,0.5151342,0.316686,0.3390909,0.3079743,0.4621145,0.2808717,0.6493455,0.3486455
cg02528864,0.6126866,0.2410212,0.2806275,0.1489547,0.1759138,0.234104,0.46,0.2941475,0.6007001,0.3285544,0.385878,0.2271062,0.2105442,0.2321429,0.4295455,0.2261751,0.5232274,0.3
cg26555756,0.08227375,0.1576933,0.3941406,0.3972758,0.135302,0.1279598,0.3555939,0.3510085,0.3831622,0.3941714,0.4232071,0.4189533,0.426211,0.3795014,0.08946475,0.1004083,0.1042371,0.1555361
cg08022079,0.9096995,0.5005693,0.5970638,0.4917788,0.5000646,0.5376139,0.7319588,0.5669248,0.8749578,0.5301488,0.6435522,0.4762678,0.5007632,0.5072198,0.6081266,0.4031275,0.7914543,0.5483269
cg12419383,0.02640971,0.04228571,0.2998797,0.2549602,0.00031506,0.02819436,0.29683,0.3091104,0.3716387,0.2980365,0.2884467,0.3331961,0.2888989,0.3657682,0.0344086,0.03623612,0.1114659,0.04289694
cg01967211,0.7900262,0.4115312,0.5098734,0.3739651,0.3640247,0.3873091,0.6443651,0.4406258,0.7367009,0.4562149,0.5358845,0.3378858,0.3794122,0.3873113,0.5003019,0.3054594,0.6721902,0.4169757
cg00971426,0.4057719,0.7860324,0.6614868,0.8093128,0.8081217,0.7824851,0.4973995,0.7052479,0.4398883,0.7125514,0.6572482,0.8358821,0.7487502,0.8137816,0.5807986,0.7989601,0.4717152,0.7568814
cg23958533,0.8484257,0.5110967,0.564213,0.4746027,0.40606,0.4770315,0.6970825,0.5516719,0.8236737,0.5612861,0.6077064,0.3928113,0.4845837,0.4526902,0.6314648,0.3774311,0.7748701,0.5398479
cg03460623,0.7880534,0.4078653,0.4920016,0.4140372,0.3618849,0.401614,0.6395581,0.5239566,0.7677748,0.423363,0.5641317,0.4152454,0.3828027,0.362776,0.4848275,0.3104589,0.6908931,0.4465797
cg04901749,0.7871316,0.5278006,0.5114799,0.4355822,0.3784322,0.4273274,0.7205824,0.5282036,0.7599376,0.5242359,0.5454687,0.3434416,0.4138421,0.4594595,0.582265,0.3287157,0.7352156,0.4454191
cg06338511,0.3177715,0.7008109,0.6861698,0.7682012,0.7460204,0.7176446,0.4702283,0.6492344,0.4315473,0.6719334,0.6622349,0.818199,0.7570767,0.7771687,0.5417537,0.7934619,0.4930092,0.7408601
cg26615176,0.6835578,0.309181,0.421361,0.3007658,0.2959601,0.3489056,0.5646682,0.400597,0.6824128,0.4168193,0.5057973,0.2758253,0.2692507,0.2829303,0.4405534,0.2760377,0.6292987,0.3655366
cg26294718,0.638932,0.7251882,0.3846299,0.3706199,0.7024445,0.7246775,0.4102655,0.4428986,0.4293835,0.4174,0.4754545,0.4879248,0.3980381,0.433935,0.6502574,0.7135333,0.70824,0.6960291
cg26706561,0.746957,0.3871677,0.4569018,0.3737393,0.3377301,0.3133352,0.6109594,0.4398067,0.7064198,0.3809604,0.5330868,0.3115468,0.3437265,0.3710074,0.4711613,0.2428716,0.622323,0.41414
cg23607813,0.7930713,0.7138667,0.4832704,0.4464648,0.789654,0.7808623,0.4816839,0.4598363,0.5253644,0.4761663,0.5323225,0.5392273,0.4667254,0.5524824,0.7740069,0.7438446,0.7817975,0.7603672
cg19457909,0.824224,0.4815402,0.6202557,0.4702287,0.4872679,0.5102041,0.7367926,0.5530419,0.8069406,0.4522639,0.6098478,0.4453211,0.4684822,0.4061889,0.6469977,0.381762,0.7974295,0.5158049
cg19559644,0.9009608,0.5326912,0.5794186,0.5411678,0.4370522,0.5168433,0.7928011,0.640034,0.8521127,0.5629755,0.6824754,0.5908074,0.5106986,0.4715775,0.6134046,0.4097811,0.8074741,0.6010043
cg21223075,0.3749731,8.03e-05,0.456943,0.4161213,0.4242313,0.368319,0.4064496,0.457572,6.77e-05,0.4208613,0.4607123,0.4050828,0.4701212,0.3566914,0.4426176,0.4478322,0.4625419,0.4580089
cg09322513,0.215062,0.5910539,0.481643,0.5656937,0.6151,0.576621,0.3437102,0.5283263,0.2361476,0.5309749,0.5130715,0.7131543,0.6084292,0.6339465,0.4234637,0.6318182,0.3463887,0.6188205
cg04765823,0.3428852,0.7726636,0.642301,0.7768991,0.8386419,0.8298984,0.5786189,0.6801752,0.4734204,0.7151819,0.6688525,0.8274425,0.7415333,0.797447,0.5850525,0.8157696,0.5023732,0.7864652
cg01750729,0.7970108,0.4476316,0.5239371,0.4081578,0.3837118,0.4446426,0.6734762,0.4721649,0.8086137,0.4926871,0.5407313,0.3784003,0.4284871,0.4691773,0.5769592,0.3362193,0.7302071,0.4713016
cg11674885,0.2381029,0.661875,0.5960436,0.7002341,0.6648066,0.6472599,0.4288633,0.5945272,0.3249812,0.5873425,0.5554601,0.7212857,0.6396065,0.6941935,0.5146702,0.7493419,0.4107848,0.6626986
cg07350016,0.8106203,0.5317263,0.5375693,0.4173498,0.4003463,0.4426295,0.7065147,0.5249967,0.7916868,0.4934884,0.5797705,0.3891935,0.461729,0.3866397,0.5741791,0.4148369,0.7888465,0.5239234
cg01578654,0.7627231,0.4003818,0.4771023,0.3896757,0.3543757,0.3966041,0.639839,0.4829216,0.7493664,0.4621743,0.4911616,0.3044388,0.4128189,0.398867,0.522753,0.2807284,0.6810908,0.4169146
cg10060499,0.349519,0.3141285,0.564084,0.5956342,0.2683574,0.2949379,0.5264346,0.5299948,0.552425,0.5095642,0.5251134,0.5460159,0.5491621,0.5713931,0.2397655,0.1918343,0.3198021,0.252205
cg21011133,0.1898001,0.2496988,0.3569266,0.3696763,0.3374063,0.2949399,0.1881105,0.3093561,0.2086453,0.2456395,0.5215496,0.6441675,0.00028777,0.1677232,0.1976127,0.2677379,0.2575,0.3970095
cg01392941,0.01621859,0.00752529,0.2732759,0.2681911,0.005770536,0.02248157,0.2406608,0.2929245,0.3061015,0.3144319,0.3197599,0.3408523,0.3099616,0.2007233,0.02006369,0.01327076,0.0137997,0.02280318
cg07461715,0.6207519,0.3477266,0.5413526,0.4216551,0.3328006,0.3480259,0.7132957,0.5284775,0.5678299,0.365118,0.3384642,0.1991642,0.3520824,0.3123378,0.3183074,0.198853,0.536302,0.3489814
cg06549658,0.8845186,0.5165456,0.6905493,0.6500211,0.4603607,0.5075075,0.7473702,0.6734618,0.8144376,0.618258,0.7105132,0.6439741,0.635499,0.6895278,0.6693194,0.3134297,0.8677349,0.5587358
cg22226928,0.9021811,0.8876593,0.8853417,0.8821785,0.894477,0.9251362,0.5722204,0.5793891,0.9041901,0.8895952,0.8823366,0.9137489,0.9290541,0.9372787,0.5862615,0.5533826,0.9028384,0.9033989
cg11948054,0.2906103,0.7022851,0.6813385,0.7565538,0.6909489,0.7603039,0.4547344,0.6686034,0.3695886,0.6259027,0.5748996,0.7922363,0.6475662,0.6779617,0.5352734,0.7124472,0.4558776,0.721544
cg10400341,0.8909404,0.8724898,0.5705029,0.5547788,0.864284,0.8659832,0.5777778,0.5798272,0.6277056,0.6234249,0.6043203,0.6087027,0.5812146,0.6082579,0.8520166,0.8513102,0.8960479,0.8565867
cg22834211,0.6447312,0.2460353,0.3843812,0.3305478,0.2511368,0.2896864,0.5055928,0.3067122,0.6641329,0.3007829,0.436624,0.2842457,0.3065327,0.2423146,0.4566978,0.2379603,0.6190714,0.3661826
cg16284178,0.648013,0.3380952,0.3892508,0.2919027,0.3330877,0.3494881,0.5813205,0.3385013,0.6998636,0.3103448,0.3967357,0.271097,0.3088235,0.2919109,0.4176594,0.1543769,0.5535297,0.3214826
cg11119938,0.06688564,0.4044012,0.3569074,0.4861045,0.4703908,0.4476904,0.2078297,0.3810192,0.1284948,0.3904042,0.3294957,0.5445197,0.4778081,0.4690654,0.2708223,0.5172185,0.1801494,0.4903039
cg07023317,0.7066356,0.4160817,0.5003378,0.3108064,0.3664717,0.3653944,0.5948785,0.5195448,0.7143482,0.4987675,0.6071604,0.3587258,0.3165165,0.4058205,0.5390026,0.3966173,0.7553563,0.6234608
cg27109426,0.80017,0.4696956,0.5290055,0.3988761,0.3837094,0.4191545,0.6402985,0.4795096,0.7421476,0.4581901,0.5195394,0.3122252,0.4261903,0.3950733,0.524462,0.3225891,0.7322345,0.4480012
cg02197848,0.865739,0.4440247,0.6311108,0.5874422,0.419391,0.4493199,0.7249556,0.6133003,0.7884031,0.6313993,0.639216,0.5928496,0.604292,0.6206155,0.5472582,0.2832011,0.7553037,0.4945725
cg02277303,0.7216474,0.3373296,0.4892086,0.434968,0.3010727,0.3523316,0.6156432,0.4394138,0.7018372,0.4261553,0.5315097,0.3315118,0.352747,0.3167546,0.4825377,0.2706491,0.6681119,0.3912651
cg16982063,0.6677555,0.2639344,0.4354758,0.3179124,0.3122748,0.3214208,0.6489461,0.4552156,0.6137918,0.3181471,0.4834155,0.3070761,0.2986823,0.3161642,0.472449,0.2820783,0.6648311,0.4074994
cg17176761,0.697047,0.7329043,0.7296643,0.7894991,0.5054246,0.4894316,0.4595628,0.4308308,0.4919321,0.4578515,0.5499761,0.4981565,0.7788098,0.7478899,0.769052,0.8110426,0.4806256,0.5052215
cg19888246,0.3601921,0.7447081,0.6749952,0.7829729,0.7366324,0.7750271,0.4831509,0.6833536,0.4194781,0.6458836,0.6100478,0.8041767,0.7583598,0.7589826,0.5242286,0.7921159,0.4807283,0.7675424
cg05206206,0.5672178,0.3134328,0.3631974,0.2322051,0.262945,0.2286122,0.5784713,0.3959892,0.6309647,0.2790927,0.4816499,0.3139717,0.2671233,0.2638581,0.4618938,0.2198468,0.6230684,0.3868583
cg11620135,0.9004854,0.9293336,0.5278624,0.5742598,0.893837,0.9393392,0.8697236,0.874426,0.8961938,0.9186047,0.8993005,0.8876207,0.5359065,0.6300292,0.8706779,0.9006303,0.8371905,0.8594016
cg15358893,0.743456,0.3520645,0.4776037,0.4028347,0.3066151,0.3554382,0.5889863,0.400996,0.7392751,0.385555,0.4801732,0.3153871,0.3630841,0.3389115,0.4512539,0.2917363,0.6453125,0.3883083
cg07956058,0.7382648,0.3703866,0.4647231,0.3519969,0.3087458,0.3622384,0.5443038,0.40804,0.7076103,0.360441,0.4574475,0.2780678,0.3605124,0.3136758,0.4943541,0.276964,0.6493004,0.3585122
cg16415959,0.2857487,0.7097993,0.5997418,0.6917031,0.7386189,0.7381616,0.4878205,0.630502,0.3582478,0.6264501,0.643574,0.7766476,0.7214966,0.7228552,0.5215656,0.7496414,0.4621571,0.700273
cg03301165,0.7594173,0.4143915,0.4951928,0.3946859,0.4042631,0.3940824,0.6899589,0.4926955,0.7428837,0.4356767,0.4873291,0.3611425,0.4090992,0.3703257,0.5858448,0.2834131,0.6694295,0.3849813
cg02757236,0.7686567,0.4160497,0.5866681,0.4048654,0.380748,0.4628297,0.6550341,0.4162811,0.7587972,0.4343527,0.5317127,0.3362754,0.408393,0.4039088,0.5673514,0.2830189,0.6651741,0.4240826
cg01870976,0.848415,0.4601505,0.5586692,0.4558424,0.4312012,0.4668663,0.7124806,0.4983217,0.7781399,0.4648027,0.5904104,0.3516748,0.460396,0.4457621,0.5911738,0.3677909,0.7202437,0.4660836
cg14096311,0.5944714,0.1909954,0.2563646,0.1968373,0.1974843,0.2020645,0.4423782,0.2910107,0.5977896,0.3267993,0.3988658,0.1821291,0.1892227,0.208656,0.4206437,0.202509,0.4559212,0.1957423
cg16319140,0.3720911,0.738303,0.722654,0.8071823,0.7781011,0.7731959,0.5576338,0.6796909,0.4348813,0.6829676,0.5953354,0.8304922,0.7854331,0.837142,0.5542769,0.7728047,0.4932921,0.7744599
cg16323293,0.6727079,0.2859571,0.3771974,0.2683251,0.2475833,0.3124832,0.5954596,0.3784599,0.6241698,0.3331516,0.4103133,0.2127034,0.3194065,0.2611438,0.4756496,0.2483952,0.5547605,0.3302856
cg21189224,0.655398,0.2958042,0.3441099,0.2469136,0.271236,0.2708204,0.5600907,0.4225179,0.6191748,0.3944045,0.4136295,0.2601249,0.3011647,0.2174003,0.4799864,0.2161241,0.5595478,0.2867125
cg07208231,0.0462946,0.04083045,0.3441707,0.3301926,0.04242615,0.05537358,0.26136,0.2782559,0.3690653,0.3280796,0.3375156,0.3375597,0.3029327,0.2908535,0.03261689,0.0451079,0.0474131,0.04446447
cg20422055,0.7992084,0.4667858,0.5450092,0.4573643,0.3861535,0.4568369,0.7129155,0.5408223,0.8135145,0.4735211,0.5925596,0.4616412,0.4149125,0.4809359,0.6039945,0.3417782,0.770654,0.5223085
cg16079394,0.8891614,0.5394119,0.5940247,0.4869618,0.4237312,0.5158838,0.7497002,0.6230248,0.8432599,0.5447181,0.6186673,0.4668848,0.4621938,0.4954013,0.6719267,0.4239063,0.7851898,0.5550853
cg24710309,0.7744655,0.4702779,0.5060487,0.3886652,0.3659612,0.4753375,0.7050522,0.4842725,0.7406463,0.431938,0.5868461,0.3850711,0.3866249,0.4393204,0.569656,0.2995217,0.7238153,0.468564
cg04781018,0.3993223,0.3965567,0.2353801,0.1376869,0.06333333,0.1442036,0.1335102,0.1061776,0.1207938,0.1732365,0.4668837,0.4654241,0.1148886,0.1566054,0.1134752,0.1418994,0.3925179,0.3892783
cg17991991,0.7734434,0.4083333,0.4775468,0.401412,0.3396747,0.4209699,0.665367,0.4638979,0.7141221,0.4548966,0.5558231,0.3325678,0.3841795,0.3899262,0.550828,0.2905871,0.6951754,0.4431943
cg19987665,0.1183327,0.144325,0.1272499,0.1221611,0.1444527,0.6978723,0.2061627,0.1337565,0.1518085,0.08329238,0.1162949,0.1293784,0.1386415,0.1174803,0.08202798,0.000115714,0.09680731,0.1717429
cg24558709,0.7532798,0.3763794,0.5076172,0.371056,0.3607776,0.4102116,0.5794668,0.4130469,0.7150016,0.350046,0.5173401,0.3219434,0.4424155,0.3888744,0.5888761,0.266266,0.6860944,0.4072234
cg06443038,0.4975805,0.5205718,0.8464656,0.8806897,0.5678451,0.5327456,0.8492426,0.847333,0.858723,0.8734784,0.8546269,0.8908738,0.8487857,0.8659642,0.8455256,0.8903723,0.8189575,0.839779
cg15243066,0.8383725,0.4868261,0.5929287,0.4469408,0.4308314,0.4716332,0.7245158,0.5304348,0.8104731,0.5133731,0.5597881,0.3756206,0.4530243,0.4681683,0.5934595,0.3717251,0.7461068,0.4840211
cg00568550,0.298028,0.7152892,0.5907477,0.6865107,0.705163,0.6424413,0.4319853,0.6080242,0.3491701,0.6494792,0.5840172,0.7387302,0.4160291,0.410474,0.4957964,0.6895743,0.4174067,0.6926556
cg03995745,0.8320408,0.8425125,0.5508967,0.5363098,0.8534363,0.8284519,0.5557959,0.5770165,0.5666347,0.5196452,0.5875492,0.6065464,0.5748521,0.5923831,0.822996,0.8649327,0.8431047,0.8442683
cg19572265,0.8674912,0.4949046,0.6233868,0.5223707,0.4953287,0.6039427,0.7803244,0.5895699,0.8592096,0.5613901,0.6867217,0.4794249,0.5065187,0.4759655,0.6577977,0.3945692,0.8247286,0.5636418
cg05111420,0.3390506,0.7423299,0.6044947,0.7258372,0.7192315,0.6842356,0.4593802,0.6355866,0.3464805,0.6472669,0.5761647,0.7698907,0.7061778,0.7492803,0.4948151,0.7326886,0.4217755,0.7009304
cg21342611,0.0387082,0.02598441,0.3359592,0.3193512,0.04934022,0.03784545,0.2952422,0.2652102,0.3147585,0.3257805,0.3091599,0.3919437,0.2785012,0.2116811,0.034645,0.03826926,0.03004373,0.02888846
cg25661164,0.08374128,0.07405429,0.3153321,0.3530437,0.1000725,0.09499277,0.3252481,0.3537956,0.398837,0.3816805,0.3745206,0.3823827,0.3455269,0.3171362,0.06890266,0.06280503,0.06874053,0.09186561
cg13444670,0.7157738,0.3564449,0.5307383,0.4446687,0.3505522,0.3989467,0.7113657,0.4738826,0.7532631,0.4545131,0.5694001,0.3549684,0.3638924,0.4114114,0.5327899,0.3013121,0.6869436,0.4722222
cg10961050,0.3565955,0.7388932,0.6897505,0.7811662,0.7684406,0.7429486,0.5047918,0.6468563,0.4112604,0.6727496,0.6576331,0.8377899,0.7412908,0.774464,0.5995723,0.7806261,0.4832936,0.816004
cg02924372,0.3992264,0.4495612,0.6870261,0.7584925,0.775778,0.7393895,0.6471397,0.7102676,0.6998119,0.7418748,0.451318,0.4723911,0.7255775,0.6910855,0.4271837,0.4571998,0.4570637,0.460103
cg19974994,0.9204,0.9636853,0.6543039,0.6452867,0.9644854,0.9416894,0.6430736,0.6636373,0.6610759,0.6491836,0.6844426,0.7235185,0.6543125,0.6860548,0.9364123,0.9340801,0.931259,0.9387695
cg16246713,0.6939865,0.2954155,0.4357879,0.3663762,0.2477898,0.3124432,0.5186867,0.3605466,0.6637962,0.302385,0.4533572,0.3565699,0.2886935,0.258145,0.4368817,0.2198877,0.6145054,0.3758539
cg11924852,0.825831,0.4932689,0.5444953,0.3879873,0.4826464,0.5143339,0.753487,0.5832753,0.8025568,0.4568528,0.5909322,0.481102,0.4688086,0.4414246,0.5386158,0.3220295,0.7500539,0.5672582
cg12653510,0.8599655,0.8693668,0.5939419,0.5757902,0.8730872,0.8652183,0.5792255,0.5865337,0.595137,0.5686915,0.5937116,0.6128861,0.5847128,0.5748232,0.8422719,0.8517785,0.8726055,0.8725861
cg15800327,0.571035,0.1600272,0.223495,0.1339162,0.1523822,0.1766261,0.4330734,0.2418468,0.5016346,0.1851114,0.3078154,0.140823,0.1503366,0.1605918,0.3273433,0.132716,0.465213,0.1896441
cg04428071,0.7671569,0.4772443,0.4330556,0.3788766,0.2380832,0.3171018,0.6684971,0.5127284,0.694864,0.4950071,0.4865114,0.368171,0.3604513,0.3081351,0.5037401,0.3381215,0.5550592,0.4301736
cg23719619,0.8338585,0.8825571,0.5536168,0.6221446,0.897722,0.8715972,0.608827,0.6115055,0.630714,0.5748214,0.5789242,0.6044516,0.5960566,0.6208303,0.8892428,0.8879776,0.8383298,0.8910497
cg13951796,0.8563111,0.843979,0.8782409,0.884879,0.5272318,0.5435254,0.8678571,0.8762404,0.8762618,0.907605,0.5738141,0.5253781,0.8692755,0.881027,0.8628563,0.8605578,0.8754272,0.8723097
cg03556994,0.4639876,0.8378302,0.7271711,0.8216074,0.8138425,0.8353631,0.594993,0.7935144,0.4258766,0.7174523,0.6350128,0.8525264,0.8396112,0.8522829,0.633939,0.856816,0.566172,0.856161
cg01573019,0.8577878,0.5052928,0.5698448,0.4350462,0.4502595,0.4803368,0.7091382,0.5477937,0.830744,0.4869245,0.5990521,0.4393975,0.4799445,0.4569429,0.6374,0.3751484,0.7618053,0.5124294
cg02509917,0.831744,0.4641798,0.548161,0.4253542,0.4302631,0.4665978,0.6770321,0.4879216,0.8106172,0.4589666,0.538714,0.3759064,0.4489394,0.426809,0.5574486,0.3395401,0.7204518,0.5024847
cg16393760,0.6420048,0.2510111,0.2910472,0.2450372,0.2300715,0.2863453,0.5611393,0.3601846,0.6163168,0.2944652,0.4671859,0.2647671,0.3039951,0.3189793,0.4766249,0.2183062,0.569806,0.3283417
